capture_date,GMT_capture_time,Country,Statements of Support,Threshold,Percentage,snapshot_url
2024-08-14,08:45:44,Greece,2821,14805,19.05,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Hungary,6742,14805,45.54,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Ireland,5103,9165,55.68,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Italy,9687,53580,18.08,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Latvia,1795,5640,31.83,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Lithuania,3457,7755,44.58,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Luxembourg,477,4230,11.28,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Malta,351,4230,8.30,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Netherlands,17818,20445,87.15,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Poland,37601,36660,102.57,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Portugal,5504,14805,37.18,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Romania,8810,23265,37.87,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Slovakia,3194,9870,32.36,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Slovenia,1732,5640,30.71,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Spain,17668,41595,42.48,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Sweden,14991,14805,101.26,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,08:45:44,Total number of signatories,255878,,,https://web.archive.org/web/20240814084544/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Austria,7612,13395,56.83,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Belgium,8900,14805,60.11,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Bulgaria,3455,11985,28.83,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Croatia,3134,8460,37.04,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Cyprus,406,4230,9.60,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Czechia,6033,14805,40.75,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Denmark,9422,9870,95.46,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Estonia,2226,4935,45.11,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Finland,11934,9870,120.91,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,France,32359,55695,58.10,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Germany,71627,67680,105.83,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Greece,3098,14805,20.93,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Hungary,7360,14805,49.71,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Ireland,5935,9165,64.76,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Italy,12801,53580,23.89,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Latvia,1946,5640,34.50,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Lithuania,3670,7755,47.32,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Luxembourg,567,4230,13.40,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Malta,402,4230,9.50,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Netherlands,19244,20445,94.13,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Poland,43725,36660,119.27,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Portugal,5980,14805,40.39,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Romania,9657,23265,41.51,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Slovakia,3495,9870,35.41,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Slovenia,1862,5640,33.01,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Spain,22828,41595,54.88,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Sweden,15818,14805,106.84,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-25,09:01:41,Total number of signatories,315496,,,https://web.archive.org/web/20240825090141/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Austria,7803,13395,58.25,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Belgium,8967,14805,60.57,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Bulgaria,3477,11985,29.01,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Croatia,3151,8460,37.25,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Cyprus,407,4230,9.62,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Czechia,6064,14805,40.96,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Denmark,9475,9870,96.00,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Estonia,2234,4935,45.27,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Finland,11974,9870,121.32,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,France,33511,55695,60.17,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Germany,74521,67680,110.11,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Greece,3118,14805,21.06,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Hungary,7408,14805,50.04,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Ireland,5976,9165,65.20,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Italy,14243,53580,26.58,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Latvia,1955,5640,34.66,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Lithuania,3684,7755,47.50,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Luxembourg,577,4230,13.64,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Malta,404,4230,9.55,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Netherlands,19349,20445,94.64,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Poland,44001,36660,120.02,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Portugal,6018,14805,40.65,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Romania,9707,23265,41.72,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Slovakia,3512,9870,35.58,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Slovenia,1874,5640,33.23,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Spain,23313,41595,56.05,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Sweden,15871,14805,107.20,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,12:53:29,Total number of signatories,322594,,,https://web.archive.org/web/20240827125329/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Austria,7803,13395,58.25,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Belgium,8967,14805,60.57,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Bulgaria,3477,11985,29.01,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Croatia,3151,8460,37.25,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Cyprus,407,4230,9.62,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Czechia,6064,14805,40.96,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Denmark,9475,9870,96.00,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Estonia,2234,4935,45.27,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Finland,11974,9870,121.32,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,France,33511,55695,60.17,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Germany,74521,67680,110.11,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Greece,3118,14805,21.06,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Hungary,7408,14805,50.04,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Ireland,5976,9165,65.20,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Italy,14243,53580,26.58,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Latvia,1955,5640,34.66,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Lithuania,3684,7755,47.50,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Luxembourg,577,4230,13.64,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Malta,404,4230,9.55,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Netherlands,19349,20445,94.64,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Poland,44001,36660,120.02,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Portugal,6018,14805,40.65,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Romania,9707,23265,41.72,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Slovakia,3512,9870,35.58,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Slovenia,1874,5640,33.23,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Spain,23313,41595,56.05,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Sweden,15871,14805,107.20,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,16:28:28,Total number of signatories,322594,,,https://web.archive.org/web/20240827162828/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Austria,7803,13395,58.25,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Belgium,8967,14805,60.57,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Bulgaria,3477,11985,29.01,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Croatia,3151,8460,37.25,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Cyprus,407,4230,9.62,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Czechia,6064,14805,40.96,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Denmark,9475,9870,96.00,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Estonia,2234,4935,45.27,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Finland,11974,9870,121.32,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,France,33511,55695,60.17,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Germany,74521,67680,110.11,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Greece,3118,14805,21.06,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Hungary,7408,14805,50.04,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Ireland,5976,9165,65.20,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Italy,14243,53580,26.58,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Latvia,1955,5640,34.66,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Lithuania,3684,7755,47.50,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Luxembourg,577,4230,13.64,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Malta,404,4230,9.55,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Netherlands,19349,20445,94.64,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Poland,44001,36660,120.02,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Portugal,6018,14805,40.65,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Romania,9707,23265,41.72,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Slovakia,3512,9870,35.58,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Slovenia,1874,5640,33.23,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Spain,23313,41595,56.05,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Sweden,15871,14805,107.20,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-27,17:44:02,Total number of signatories,322594,,,https://web.archive.org/web/20240827174402/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Austria,5168,13395,38.58,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Belgium,7831,14805,52.89,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Bulgaria,3148,11985,26.27,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Croatia,2832,8460,33.48,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Cyprus,348,4230,8.23,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Czechia,5405,14805,36.51,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Denmark,8710,9870,88.25,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Estonia,2054,4935,41.62,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Finland,11373,9870,115.23,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,France,19885,55695,35.70,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Germany,51373,67680,75.91,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Greece,2821,14805,19.05,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Hungary,6742,14805,45.54,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Ireland,5103,9165,55.68,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Italy,9687,53580,18.08,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Latvia,1795,5640,31.83,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Lithuania,3457,7755,44.58,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Luxembourg,477,4230,11.28,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Malta,351,4230,8.30,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Netherlands,17818,20445,87.15,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Poland,37601,36660,102.57,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Portugal,5504,14805,37.18,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Romania,8810,23265,37.87,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Slovakia,3194,9870,32.36,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Slovenia,1732,5640,30.71,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Spain,17668,41595,42.48,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Sweden,14991,14805,101.26,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-14,14:45:58,Total number of signatories,255878,,,https://web.archive.org/web/20240814144558/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Austria,7900,13395,58.98,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Belgium,8997,14805,60.77,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Bulgaria,3485,11985,29.08,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Croatia,3160,8460,37.35,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Cyprus,407,4230,9.62,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Czechia,6074,14805,41.03,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Denmark,9505,9870,96.30,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Estonia,2242,4935,45.43,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Finland,12011,9870,121.69,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,France,33727,55695,60.56,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Germany,74979,67680,110.78,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Greece,3130,14805,21.14,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Hungary,7426,14805,50.16,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Ireland,6007,9165,65.54,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Italy,14637,53580,27.32,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Latvia,1958,5640,34.72,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Lithuania,3693,7755,47.62,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Luxembourg,600,4230,14.18,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Malta,405,4230,9.57,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Netherlands,19406,20445,94.92,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Poland,44105,36660,120.31,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Portugal,6035,14805,40.76,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Romania,9728,23265,41.81,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Slovakia,3525,9870,35.71,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Slovenia,1878,5640,33.30,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Spain,23547,41595,56.61,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
2024-08-28,13:14:48,Sweden,15910,14805,107.46,https://web.archive.org/web/20240828131448/https://citizens-initiative.europa.eu/initiatives/details/2024/000007_en
